Age,Income,Dependency_Ratio,Education_ord,Life_Stage
0.2222222222222222,0.5672072889493781,-0.6176086494264795,2,0
-1.0,-0.7136214131790859,0.2966429145762832,2,4
0.1111111111111111,0.13371139087369097,-0.029874643529712825,4,2
-0.6666666666666666,0.7332501606744547,-0.6176086494264795,3,0
-0.2777777777777778,0.4572984008166043,0.3541061658588405,2,1
1.0,0.31121696722241127,-0.07051328751403155,2,4
1.0555555555555556,0.4883596083323882,-0.10578668313809232,4,4
1.2222222222222223,0.5786699935730218,-0.6176086494264795,2,3
-0.05555555555555555,-0.7806736985369174,0.33924269453047745,2,1
0.16666666666666666,-0.5764318929341046,0.7305446034096859,2,2
-0.5,1.1087973989641224,-0.19992718111255434,1,4
0.6666666666666666,0.5311859665041019,-0.11363716924581925,2,2
0.0,0.7053343918944464,0.6237124764492912,2,1
0.8888888888888888,0.46752107670787496,-0.6176086494264795,3,3
0.6111111111111112,0.4082416543797966,-0.09041831845875728,2,2
-0.2777777777777778,0.27516540017390645,0.4035721071152087,4,1
1.0,-0.701705039507013,-0.6176086494264795,2,3
-0.3888888888888889,-0.34137083664133683,0.11660259556422074,2,4
-0.1111111111111111,0.7173414993762051,-0.6176086494264795,3,0
-0.3333333333333333,0.734701901629428,-0.6176086494264795,2,0
-0.3333333333333333,-0.7623757135836075,-0.6176086494264795,1,0
0.2777777777777778,0.13649389437072323,-0.6176086494264795,2,0
-0.8333333333333334,-0.6585157460965559,0.26445860471335736,2,4
0.05555555555555555,-0.7630410948546369,0.3276462308559484,2,2
-0.16666666666666666,-0.8460625307171752,0.384960796364735,1,1
-0.9444444444444444,0.9021360251030207,-0.6176086494264795,2,0
0.5555555555555556,-0.6681940191297115,0.7801892687424886,2,2
0.0,-0.4656156667044724,0.6755675757421508,3,1
0.7222222222222222,-0.034630070696760044,0.014740815751158326,2,4
-0.16666666666666666,0.8486635665948358,-0.6176086494264795,2,0
0.16666666666666666,0.07999697553967713,-0.016346343265303098,2,2
-0.1111111111111111,-0.27640542890627956,0.09233546815132575,3,4
0.0,-0.8440361423008582,0.38347566532852906,4,1
-0.7222222222222222,-0.6483535594117424,0.2587767420650167,2,1
0.5555555555555556,-0.10939472987788741,0.03683428288249042,2,4
-0.1111111111111111,0.00846848890401119,0.48636589229549204,2,4
1.0555555555555556,0.8155154814562776,-0.6176086494264795,1,3
-0.7222222222222222,-0.04182828626516956,-0.6176086494264795,4,0
0.5555555555555556,-0.11220747797814827,0.03769606107384941,1,4
0.6111111111111112,-0.5135231182185929,0.18993272796942248,4,4
-0.5,1.0331556462893652,-0.1903557455659862,2,1
1.3888888888888888,0.4328910060111149,-0.6176086494264795,4,3
0.6111111111111112,1.0785830403387395,-0.6176086494264795,2,0
-0.5,-0.8147593663755623,0.3625196019701398,0,1
0.3333333333333333,-0.07370609806812597,0.5148208346191886,2,2
0.05555555555555555,0.026615250841178027,0.48028505938762,2,2
-0.4444444444444444,-0.3924539714944615,0.13690505631290228,2,4
0.5555555555555556,1.1349287361536426,-0.6176086494264795,3,0
-0.5,0.7792522021851725,-0.15473232756269834,2,1
-1.1666666666666667,0.5018487013723488,-0.6176086494264795,4,0
0.3888888888888889,0.17405769158065856,-0.039638330301051135,3,2
-1.1666666666666667,1.0435597898000075,-0.6176086494264795,2,0
-0.5555555555555556,-0.22861895580507352,0.07550133220358432,4,1
0.4444444444444444,-0.02262296321500132,0.4969519620191346,2,4
0.0,1.1865562738648823,-0.6176086494264795,2,0
-0.4444444444444444,-0.4531548901742845,0.16257187063096884,1,1
0.16666666666666666,-0.6284828550905448,0.758208995842428,1,2
0.05555555555555555,-0.8956939246153265,0.4228315291078993,2,2
0.9444444444444444,0.13900419643869796,-0.031174443030529877,3,3
0.16666666666666666,-0.5739215908661298,0.21934911390061892,3,4
-0.8333333333333334,-0.9685229291898227,0.9771535630098546,3,1
-0.3333333333333333,-0.6212543949189067,0.2439870970691301,2,4
-0.7222222222222222,1.525447053041473,-0.6176086494264795,2,0
0.2777777777777778,0.6035310574269404,-0.6176086494264795,1,0
-0.7777777777777778,0.8490869910400363,-0.6176086494264795,2,0
0.9444444444444444,0.08513855808854108,0.46114768382477767,3,3
0.7777777777777778,0.7816112812370043,0.2773142602188066,4,2
1.0,0.34675437601602965,-0.07797749854895904,2,3
0.6666666666666666,0.29633662243393444,0.3975533857838335,3,4
0.05555555555555555,0.6628104797550187,-0.6176086494264795,2,0
0.3333333333333333,-0.3019016294279989,0.6027553726957636,4,2
0.16666666666666666,0.3462402177611432,-0.6176086494264795,4,0
-0.3333333333333333,-1.2698196665532495,0.851970721783816,0,4
0.6111111111111112,-0.5374768439756531,1.0130059463991004,4,2
-0.16666666666666666,-0.47402366640202637,0.6795652106536076,4,4
0.2777777777777778,-0.4419341423764697,0.6644520253931528,4,4
-1.2222222222222223,1.2498884730255946,-0.6176086494264795,3,0
-0.3333333333333333,0.4104495104154852,-0.0908542901798339,3,1
0.4444444444444444,1.045797890438925,-0.6176086494264795,2,0
-0.2222222222222222,0.508683981702015,-0.10954283440936259,4,4
-1.0,-0.29186042115609995,0.0979593736359853,2,1
-0.3333333333333333,0.2503043363199879,0.4107358811522129,2,1
-0.2777777777777778,-0.8340251786321878,0.3762055290202655,2,1
-0.6111111111111112,-0.39275641752674756,0.13702867121228846,2,1
-0.16666666666666666,-0.47922573815734754,0.9883019429556016,1,1
0.2222222222222222,-0.05831159502476277,-0.6176086494264795,3,0
0.9444444444444444,0.23654304185096972,0.41474668765939776,3,3
0.05555555555555555,0.42989679029148237,-0.0946632527520951,2,2
-0.1111111111111111,-0.15693924615326452,0.05171725089347203,1,1
-1.0,-0.524955578239008,0.195337134499038,2,4
1.0,0.2866281047975502,-0.06522554017559289,4,3
1.1666666666666667,0.5395334769951987,-0.6176086494264795,2,3
0.6666666666666666,-0.04736304865600544,0.01839611698732534,2,4
-0.4444444444444444,0.26209973157914634,0.7363530702050722,2,4
-0.3888888888888889,0.11619976560432498,-0.025532343905780328,2,1
0.8333333333333334,0.8705606593323504,-0.6176086494264795,2,0
0.6666666666666666,-0.6354391138331253,1.0415681561728656,3,4
1.3888888888888888,0.5692941665721523,-0.6176086494264795,4,3
-0.7777777777777778,-0.8560734943858456,0.3923658378642386,2,1
-0.2777777777777778,0.684495860269933,-0.6176086494264795,4,0
-0.16666666666666666,3.1971570072965103,-0.35935723764284766,4,1
0.2222222222222222,-0.24349930059355035,0.896917113101387,2,2
0.9444444444444444,0.33323503837284035,-0.6176086494264795,2,3
0.6111111111111112,0.024165437979660503,-0.6176086494264795,2,0
-1.0,0.4663112925787305,-0.6176086494264795,2,0
0.7222222222222222,-0.7694831953423311,0.8400502576105223,2,2
0.2777777777777778,-0.5467316925636082,0.7153073355401454,2,2
-0.6666666666666666,-0.690030622660769,0.2825725520877402,2,1
0.0,-0.03284563910627197,0.5004797954090647,2,1
0.6111111111111112,0.06061018487013724,0.4690821665612494,4,2
0.16666666666666666,0.016362330346678763,0.0005188433994492359,2,4
-0.2777777777777778,0.8738875656874976,-0.168687237235197,4,1
1.2222222222222223,0.9770216626970625,-0.6176086494264795,4,3
0.0,-0.3835015689387925,0.6378984879194606,4,1
0.6111111111111112,-0.40068050357264373,0.9564032487378669,2,2
-0.3333333333333333,0.0035386185777475333,0.004034128681808137,4,1
-1.0,-1.067180824921553,0.5807466478690754,1,1
1.3333333333333333,0.4628029186042116,-0.6176086494264795,3,3
-0.7777777777777778,-0.6368303655816415,0.2524244330075653,3,1
0.5,-0.7042153415749877,-0.6176086494264795,0,0
-0.7222222222222222,-0.7942837699897924,0.3483977775818355,2,1
0.0,-0.5816037200861971,0.2232490421828817,4,4
0.2222222222222222,0.2949756152886469,-0.06703216897662728,2,2
-0.3333333333333333,0.6815621337567578,-0.6176086494264795,2,0
0.3333333333333333,-0.1746323390420022,0.5519835942509614,4,2
-0.4444444444444444,-0.8060489206457223,0.3564599121708826,0,1
-1.0555555555555556,0.46697667384975994,-0.6176086494264795,4,0
3.111111111111111,-0.4504328758837095,0.16138274174883338,1,4
-1.0,-0.3829269214774489,0.1330322194062998,2,1
-0.16666666666666666,-0.011644172243015387,0.49318939070970835,2,1
-0.3888888888888889,-0.6103360931533779,0.7484209419539576,2,1
-0.5555555555555556,0.5482741673282674,-0.6176086494264795,3,0
0.8888888888888888,0.8629995085251976,-0.6176086494264795,2,3
0.8888888888888888,1.064156364598692,-0.6176086494264795,2,3
-0.16666666666666666,-0.14151449850667272,0.5395049543292355,4,4
1.0,0.5325772182526181,-0.11388813258871897,2,4
0.1111111111111111,0.7376356281426033,-0.6176086494264795,2,0
-0.4444444444444444,0.3677743752599146,-0.08229659098491321,2,4
-0.3888888888888889,1.5311935276549091,-0.6176086494264795,4,0
0.2777777777777778,-0.3295451967789498,0.6144196322414448,4,4
-0.7777777777777778,-0.9872745831915618,-0.6176086494264795,3,0
-1.0,-0.6632339042002193,0.2671225029832143,2,1
0.3888888888888889,-0.08504782427885524,0.5188711609333798,3,4
0.2222222222222222,-0.2038183811576122,0.06708037681194001,2,2
0.8888888888888888,0.3920910362557181,-0.087206890350258,2,4
0.7777777777777778,-0.16440966315073155,0.05411840360986057,2,2
0.8888888888888888,0.7996370647612566,-0.6176086494264795,2,3
0.1111111111111111,-0.21643038070394313,0.568150755045982,4,2
-0.2222222222222222,-0.16691996521870628,0.5490519527151615,3,1
-0.8333333333333334,0.587289705493176,-0.6176086494264795,2,0
-0.3888888888888889,-0.30516804657668894,0.10287503041969423,2,1
-0.4444444444444444,0.020021927337340744,0.8081220765414887,1,4
1.2222222222222223,0.9756001663453178,-0.6176086494264795,3,3
0.8888888888888888,-0.21116781974216475,0.0695541061910244,3,4
-0.5555555555555556,0.5436467430342898,-0.11587599237313656,2,1
-1.0,-0.1914180938338815,0.06294734615819296,1,1
0.05555555555555555,0.6329288117651507,-0.6176086494264795,2,0
0.0,0.7890514536312426,0.27569930718861635,4,1
-0.5555555555555556,-0.6291179917583456,0.24822557217245775,4,1
0.4444444444444444,0.3736418282862652,-0.08348978821703212,2,4
-0.4444444444444444,-0.2879891119428377,0.09654215326292329,2,1
-0.3333333333333333,-0.004960114929492269,0.006386220105555953,2,1
1.0,0.00012097841291444558,0.004977826436652419,2,4
-0.1111111111111111,0.8588559978828778,-0.6176086494264795,4,0
-0.8888888888888888,-0.5206003553740879,0.19326959861831872,4,1
0.2222222222222222,-0.4374276964954066,0.6623604796500746,2,4
0.4444444444444444,0.9207062114853881,-0.1752828894250492,1,4
-0.05555555555555555,-0.39145589958791727,0.13649742007605978,2,1
1.0555555555555556,-1.1039280178443158,-0.6176086494264795,2,3
0.2777777777777778,0.33910249139919096,-0.0763877186375806,4,2
-0.2777777777777778,-0.8868020112661147,0.41582769322647134,1,1
-0.6666666666666666,-0.8429775811878568,0.38270167532866284,3,1
0.6666666666666666,0.8537446599372425,-0.16578831783535047,4,4
-0.16666666666666666,-1.3317606139654456,0.9658819936225511,2,4
0.1111111111111111,0.663022191977619,-0.6176086494264795,2,0
0.6666666666666666,0.4061245321537938,-0.08999957947819454,2,2
-0.05555555555555555,-0.8688972061547767,0.40202019000516814,2,4
-1.1111111111111112,0.6700389399266569,-0.6176086494264795,2,0
0.6666666666666666,0.28856375940418133,-0.06564553334194399,2,2
0.3333333333333333,-0.6002646402782503,0.7430555527389081,4,2
-0.1111111111111111,0.8650258969415145,-0.16741650862392268,2,1
0.9444444444444444,0.7105667082529961,-0.14404457285272265,2,3
-1.0,0.4843068314997543,-0.6176086494264795,4,0
0.05555555555555555,0.41262712184794526,-0.09128357816746825,3,2
-0.2777777777777778,-0.6161733015765,0.24127101585041658,3,4
-0.8333333333333334,-0.6531322067218631,0.2614391483767607,2,4
-0.2222222222222222,1.5472836565725303,-0.6176086494264795,2,0
0.6666666666666666,-0.7574155986541151,-0.6176086494264795,1,0
0.16666666666666666,0.7309818154323088,0.28846594621083976,2,2
-0.2222222222222222,-0.6240671430191675,0.24549825433459324,4,4
0.5,0.35715851952667194,-0.08012404497273642,4,2
0.3333333333333333,-0.16767608029942158,0.05517380299362646,2,4
0.3333333333333333,-0.9929908132017693,0.9961993883812115,2,4
0.7222222222222222,-0.3265207364560886,0.9276551473392345,4,4
-0.5,-1.0962458886242485,0.6127673167850612,2,4
0.1111111111111111,0.5486673471702394,0.3311211534609233,4,4
0.0,-0.22302370420778042,0.07358314981647135,3,1
-0.4444444444444444,-0.417859438206495,0.14743481499056177,4,1
1.0,-0.23460738724433858,0.575332234271291,3,3
0.2222222222222222,-0.4038864315148766,0.6470246184745837,3,2
0.3888888888888889,0.8647234509092284,-0.6176086494264795,2,0
0.0,-0.4063664889796227,0.6481448073741161,4,1
0.0,0.6474462213148842,-0.6176086494264795,2,0
0.0,-0.8910967449245775,0.41919811251164535,2,1
0.9444444444444444,0.5363577936561945,-0.6176086494264795,2,3
-0.7222222222222222,-0.597179690748932,0.23127207140856218,3,4
-0.2777777777777778,0.3136970246871574,-0.07104094988948936,4,1
0.5555555555555556,-0.671974594533288,0.7823232642713442,2,2
0.3888888888888889,-0.5490907716154398,0.7165036306245669,2,4
0.3888888888888889,0.4470152357188764,-0.0979704305384269,4,2
0.7777777777777778,0.2776757022418812,-0.6176086494264795,2,0
-0.6111111111111112,0.7969150504706817,-0.6176086494264795,3,0
-0.8888888888888888,0.5545045555933613,-0.6176086494264795,4,0
0.1111111111111111,0.37225057653774907,-0.08320735059492178,3,4
-0.6111111111111112,-0.818207251143624,0.36493997266396055,0,1
-0.2222222222222222,0.42666061774602093,-0.0940332690444928,4,1
-0.2777777777777778,-0.2181845676912026,0.5688397584751631,3,1
-0.2222222222222222,-0.6321726966844353,0.24988365223854567,2,1
1.0,0.7181581036633775,-0.6176086494264795,2,3
0.7777777777777778,-0.019205323050168234,0.4957777989180971,3,2
0.2222222222222222,0.8593399115345356,-0.6176086494264795,2,0
1.1666666666666667,-0.48745227023552984,-0.6176086494264795,3,3
-0.7777777777777778,-0.5782465691278212,-0.6176086494264795,1,0
0.05555555555555555,-0.3983819137272693,0.1393354637033391,2,2
-0.5555555555555556,0.9364938943707233,-0.6176086494264795,2,0
-0.05555555555555555,-1.0557483649011379,1.0415681561728656,2,1
0.2777777777777778,-0.6611772711806737,0.7762479931841473,2,2
1.0,0.13362065706400514,-0.029852310480643313,3,3
-1.0,-0.488299119125931,0.17826504153336026,1,4
-0.8888888888888888,-0.27664738573210845,0.09242282071998122,3,1
-0.6666666666666666,0.5170012475898832,-0.6176086494264795,2,0
0.2777777777777778,0.1929303239953121,-0.04409383429152249,4,4
0.6666666666666666,-0.49259385278439377,0.6884916412635318,2,4
0.7777777777777778,0.22042266833011984,-0.05046155436419405,1,2
-0.4444444444444444,-0.15594117424672035,0.05139776757965469,4,1
-1.0,-0.3564628936524139,0.12248395937395931,2,4
-0.7777777777777778,-0.8334505311708442,0.3757915508671865,2,1
0.5,0.8897054931760614,-0.6176086494264795,3,0
0.2222222222222222,-0.7408415560848362,-0.6176086494264795,2,0
1.2777777777777777,0.7840610940985218,-0.6176086494264795,2,3
0.3333333333333333,0.3800839287739594,-0.08479368229526357,3,2
-1.2222222222222223,-0.2680579184151828,-0.6176086494264795,3,0
-0.3333333333333333,-1.178390230993157,0.7142867463415538,2,4
0.16666666666666666,-0.8758534648973574,1.0415681561728656,2,2
-0.3333333333333333,0.5855355185059166,-0.6176086494264795,3,0
0.2222222222222222,0.08060186760424937,0.46260599350433723,2,2
0.7777777777777778,-0.686371025670107,0.7905175036096961,3,2
-0.1111111111111111,-0.33910249139919096,0.6185087724848782,2,1
-0.8333333333333334,0.45276171033231255,-0.09907118204900621,2,4
1.0555555555555556,-0.6260632868322559,0.7568948355449392,2,3
-0.05555555555555555,0.40110392801784434,-0.08900388373708074,2,1
-0.2222222222222222,-0.5175456504479982,0.191825867197695,2,1
0.2777777777777778,-0.13634267135458017,0.5375818701249299,4,4
0.5,0.38688896450039695,-0.08616408100607122,4,4
0.9444444444444444,-0.33477751313749954,0.11406296233719423,2,4
0.7222222222222222,0.3222260027976258,-0.6176086494264795,2,0
-0.3333333333333333,-1.1094930248383803,0.6279851731102049,4,4
-0.7777777777777778,-0.7342784771842275,0.3093424370501446,2,1
1.1111111111111112,0.08767910475974443,0.7872095621069647,4,3
-0.8888888888888888,-0.6512872859249178,0.260409284761604,4,4
-0.7222222222222222,-0.8305470492608975,0.3737053587025758,2,4
-1.0555555555555556,-0.5303996068201581,-0.6176086494264795,4,0
0.7777777777777778,0.44765037238667726,-0.09809232403201268,4,2
-0.05555555555555555,-0.49465048580393933,0.18117032801839492,3,1
-0.7222222222222222,-0.8929114211182942,0.4206291719410735,2,1
0.5555555555555556,0.3227401610525122,0.39015030605478357,2,4
0.1111111111111111,0.7307096140032513,-0.6176086494264795,2,0
-0.1111111111111111,-0.6308419341423764,0.24916051762318786,2,1
0.2777777777777778,0.9517976636044005,-0.6176086494264795,2,0
-1.0,0.5178480964802843,-0.6176086494264795,2,0
-0.8888888888888888,-0.3061358738800045,-0.6176086494264795,2,0
0.05555555555555555,0.11126989527806132,-0.02429817548977869,4,2
1.1111111111111112,0.23466787645079581,-0.053705167625256865,4,3
-0.16666666666666666,-0.7362443763940871,0.3105700860374625,0,1
1.0,0.9403047143775283,-0.6176086494264795,2,3
0.2777777777777778,-0.2187592151525462,0.5690656535238541,2,2
0.0,1.0072057767192166,-0.6176086494264795,2,0
-0.05555555555555555,-0.6400060489206457,0.7645066350997111,2,4
-0.3333333333333333,-0.5550489584514763,0.20992397950043504,3,1
0.7222222222222222,0.5921893312162111,-0.12440985677269585,2,2
-0.8888888888888888,0.617564553325016,-0.12875555081145704,2,1
0.2222222222222222,0.5512381384446713,-0.6176086494264795,4,0
-0.2222222222222222,0.6220105099996219,-0.6176086494264795,2,0
-0.3333333333333333,0.25608105553665267,-0.0585110545062333,4,4
-0.4444444444444444,-0.3898529356168009,0.640726509278582,2,4
0.8333333333333334,-0.02407470416997467,0.011742751584004327,2,2
0.05555555555555555,0.5120108880571623,-0.6176086494264795,4,0
1.5,0.4095119277153983,-0.6176086494264795,3,3
1.2222222222222223,-0.14674681486522248,0.5414575042372985,4,3
0.7222222222222222,0.8191750784469396,-0.6176086494264795,2,0
0.05555555555555555,0.3222260027976258,-0.0728477814326397,4,4
-0.4444444444444444,-0.6983781331518657,0.7974354849082328,2,1
0.16666666666666666,-0.0016332085743450153,0.48978189711497105,2,2
0.05555555555555555,0.09889985255755926,-0.021178374084802692,2,4
0.5555555555555556,0.8467581565914332,-0.6176086494264795,2,0
-0.3333333333333333,-0.6024120071074818,0.23400260244587442,2,4
0.4444444444444444,0.6197724093607047,-0.6176086494264795,2,0
-0.2777777777777778,0.032694416090128915,-0.0039003424229169183,4,4
-0.7777777777777778,-0.479346716570262,0.17420649226897883,1,1
-0.2777777777777778,-0.10147064383199123,0.5247910168807938,2,1
0.0,-0.6649276019810215,0.2680828243565018,3,4
0.2222222222222222,0.3713129938376621,-0.0830168422295421,2,4
-0.1111111111111111,-0.39181883482666063,0.6416046654071814,4,4
-0.2777777777777778,-0.16437941854750293,0.5480896757945116,3,4
0.0,-0.8755207742618426,-0.6176086494264795,2,0
-1.0555555555555556,-0.6428187970209066,0.25571375375819205,2,4
0.5,0.4504328758837095,-0.09862565494855387,4,2
0.05555555555555555,-0.6263959774677706,0.24675356061655362,2,4
0.05555555555555555,-0.5429511171600317,0.7133951520877095,4,2
-0.8333333333333334,-0.9541264980530036,0.4714638219120177,2,1
0.8888888888888888,-0.7292578730482779,-0.6176086494264795,2,3
-0.6111111111111112,-0.46546444368832934,0.16799603654685055,3,4
-0.05555555555555555,-1.2487391781029074,0.8174125040834438,2,4
0.1111111111111111,-0.23403273978299496,0.07736762937270296,3,2
0.5555555555555556,0.3583380590525878,-0.08036631688588206,2,2
1.1666666666666667,-0.38440890703565084,0.1336319955112362,2,3
0.1111111111111111,0.9717893463385128,0.2378366410051802,4,4
-0.5,1.1724925333635778,-0.6176086494264795,2,0
-0.5,0.3316623190049526,-0.07483283779423702,3,1
-1.2777777777777777,0.6883671694831953,-0.6176086494264795,2,0
1.3333333333333333,-0.015757438282106538,-0.6176086494264795,4,3
0.1111111111111111,0.5820271445313977,-0.1226476098748415,3,2
-1.1666666666666667,0.5186647007674569,-0.6176086494264795,4,0
-0.05555555555555555,-0.23315564628936525,0.5747552374569227,2,1
-0.7777777777777778,-1.094491701636989,0.6107823229454916,2,1
-0.9444444444444444,-0.8496011492949227,0.38756529652835636,2,4
-0.5555555555555556,-1.1195947223167366,0.6398676596141851,1,1
0.7777777777777778,-0.6090658198177763,0.747741617118817,1,4
0.2777777777777778,0.7180976144569203,-0.6176086494264795,2,0
-0.2222222222222222,-0.27704056557408036,0.5924671401168574,2,4
0.5555555555555556,-0.6359230274847831,-0.6176086494264795,2,0
0.8333333333333334,0.12061547767570224,0.7772784501377805,4,4
0.2777777777777778,-0.1066727155873124,0.526679911750308,2,2
-0.1111111111111111,-0.7355487505198292,0.31013530252459853,4,4
-0.05555555555555555,0.4317417110884277,0.3607441000938877,4,4
0.3888888888888889,-0.03314808513855809,0.5005845301592686,2,2
-0.6666666666666666,-0.8443385883331443,0.383697035016496,1,4
-0.3333333333333333,0.07031870250652149,-0.013841565699334238,2,1
0.8333333333333334,0.4516124154096253,-0.09885140792841603,4,2
-0.9444444444444444,-0.13942762088389854,0.04615632887717927,2,4
0.4444444444444444,0.7119277153982836,-0.14426117259580626,2,2
1.5,0.7359116857585725,-0.6176086494264795,4,3
-0.2777777777777778,-0.9600846848890401,0.4766937974631515,1,1
-1.3333333333333333,0.8650258969415145,-0.6176086494264795,2,0
-0.6111111111111112,1.1956296548334657,-0.6176086494264795,2,0
-0.05555555555555555,-0.06133605534762391,0.5104381381623385,3,1
-0.16666666666666666,-0.42741673282673626,0.15147409421221594,4,1
-0.6666666666666666,-0.999311935276549,0.5125017536084824,3,1
-0.2222222222222222,0.9391251748516124,-0.6176086494264795,3,0
1.6111111111111112,1.2549695663680012,-0.6176086494264795,4,3
0.9444444444444444,-0.08610638539185664,0.8424014064835418,2,3
-0.8888888888888888,1.2514309477902537,-0.6176086494264795,2,0
-1.0555555555555556,0.7228460171638124,-0.1459915945639331,2,1
-1.0555555555555556,-1.243930286189558,0.8097880225396095,1,1
0.1111111111111111,0.29582246417904806,-0.06721478411617673,2,2
0.5,1.008113114816075,-0.6176086494264795,4,0
-1.0555555555555556,-0.2766171411288798,0.09241190045321769,2,1
0.16666666666666666,0.4771388605345734,0.3490171671481859,1,2
0.3333333333333333,0.7168878303277759,-0.14504887362604904,2,2
0.0,-0.65080337227326,0.2601395679979654,2,4
0.7777777777777778,-0.017844315904880722,0.009986592913526111,3,2
0.2222222222222222,0.47601981021511475,-0.10347873419899321,2,4
1.1666666666666667,-0.00012097841291444558,0.005044746847840687,3,4
-0.05555555555555555,-0.5904351442289516,0.22777879631566383,4,1
-0.8888888888888888,-1.3317606139654456,0.9658819936225511,1,1
-1.0555555555555556,-0.6908472269479414,0.28305212778221644,2,1
1.2222222222222223,0.14184718914218744,-0.03187022533500964,4,3
1.3333333333333333,-1.0111678197421647,-0.6176086494264795,2,3
-0.2222222222222222,-0.9497712751880836,-0.6176086494264795,1,0
0.6111111111111112,-0.8540471059695286,-0.6176086494264795,2,0
-0.1111111111111111,-0.26963063778307056,0.08989844037857164,3,4
0.3333333333333333,0.8986578957317304,-0.6176086494264795,2,0
-0.3333333333333333,-0.831908056406185,0.3746821225733239,2,1
0.9444444444444444,0.12624097387622396,-0.028030127538247282,4,3
0.8333333333333334,0.1943518203470568,-0.04442661692429813,2,4
0.05555555555555555,0.15917734679218176,-0.036075716704306836,2,2
-0.05555555555555555,-0.46283316320744017,0.1668301019989211,3,4
-0.5555555555555556,0.5835998638992854,0.32262872267650206,1,1
-0.3333333333333333,0.4372764734792635,-0.09609415104177357,2,1
-0.1111111111111111,-0.37941854750292997,0.94803016572844,2,1
0.2222222222222222,1.1504744622131489,-0.6176086494264795,1,0
-0.7777777777777778,-0.28206116971002987,0.09438306848840136,3,1
1.0,-0.03729159578087785,0.01550134708380627,2,3
-0.6666666666666666,0.457631091452119,-0.6176086494264795,1,0
0.3333333333333333,0.2741370836641337,-0.06249968235385513,2,2
1.1666666666666667,0.5635174473554875,-0.6176086494264795,2,3
0.6666666666666666,-0.030637783070583343,0.01360348212831959,4,4
-0.2777777777777778,-0.5549884692450191,0.2098941207737356,2,1
